subject,split,seed,detector,arm,valid_frames,detector_success_rate,MPJPE_mm,PA_MPJPE_mm,3DPCK_at_150mm_pct,AUC_0_to_150mm_pct
TS2,split_b,2026,rtmpose_performance,detector_aware_observed,540,1.0,122.35136413574219,80.22310638427734,72.01058201058201,34.34289127837515
TS3,split_b,2026,rtmpose_performance,detector_aware_observed,506,1.0,119.27690887451172,73.07966613769531,72.24731789949182,34.20793792462796
TS4,split_b,2026,rtmpose_performance,detector_aware_observed,558,1.0,143.154052734375,86.65231323242188,63.49206349206349,29.417521431049
TS5,split_b,2026,rtmpose_performance,detector_aware_observed,276,1.0,118.5687484741211,73.14777374267578,74.43064182194618,35.05142589995325
TS6,split_b,2026,rtmpose_performance,detector_aware_observed,392,1.0,139.70230102539062,115.15560150146484,69.98906705539358,34.48462334242453
TS1,split_b,2026,rtmpose_performance,detector_conditioned_virtual_view_no_confidence,603,1.0,91.2394027709961,58.72723388671875,85.05093579720445,45.73981092998907
TS2,split_b,2026,rtmpose_performance,detector_conditioned_virtual_view_no_confidence,540,1.0,122.99251556396484,75.39227294921875,70.91269841269842,33.20148489503328
TS3,split_b,2026,rtmpose_performance,detector_conditioned_virtual_view_no_confidence,506,1.0,121.69957733154297,73.02708435058594,71.41445511010728,33.78854665670936
TS4,split_b,2026,rtmpose_performance,detector_conditioned_virtual_view_no_confidence,558,1.0,142.41900634765625,84.92015838623047,64.38812083973374,29.96713079959698
TS5,split_b,2026,rtmpose_performance,detector_conditioned_virtual_view_no_confidence,276,1.0,106.9879150390625,69.52974700927734,79.37370600414079,39.36585854538169
TS6,split_b,2026,rtmpose_performance,detector_conditioned_virtual_view_no_confidence,392,1.0,130.34690856933594,107.99576568603516,72.649416909621,36.77348819712217
TS1,split_b,2026,rtmpose_performance,bounded_reliability_observed_modulation,603,1.0,90.96224212646484,57.370357513427734,85.12200900260602,45.89685978708607
TS2,split_b,2026,rtmpose_performance,bounded_reliability_observed_modulation,540,1.0,118.7299575805664,74.32231140136719,72.44708994708995,34.61298856460147
TS3,split_b,2026,rtmpose_performance,bounded_reliability_observed_modulation,506,1.0,116.8614273071289,71.01736450195312,73.02371541501977,35.19790167756508
TS4,split_b,2026,rtmpose_performance,bounded_reliability_observed_modulation,558,1.0,136.67160034179688,85.04962158203125,66.67946748591909,31.371091620831475
TS5,split_b,2026,rtmpose_performance,bounded_reliability_observed_modulation,276,1.0,117.03600311279297,75.78491973876953,78.15734989648033,38.26220530287851
TS6,split_b,2026,rtmpose_performance,bounded_reliability_observed_modulation,392,1.0,129.85289001464844,105.28917694091797,72.92274052478133,37.581115395466945
TS1,split_b,2026,rtmpose_performance,bounded_reliability_dual_modulation,603,1.0,93.35199737548828,55.03706741333008,84.67187870172945,44.395151737472396
TS2,split_b,2026,rtmpose_performance,bounded_reliability_dual_modulation,540,1.0,119.09410858154297,72.45988464355469,73.96825396825398,33.76557433009046
TS3,split_b,2026,rtmpose_performance,bounded_reliability_dual_modulation,506,1.0,119.00816345214844,68.78459930419922,72.76962168266516,33.88235186972915
TS4,split_b,2026,rtmpose_performance,bounded_reliability_dual_modulation,558,1.0,141.13360595703125,84.3514404296875,64.74654377880185,29.28827444956477
TS5,split_b,2026,rtmpose_performance,bounded_reliability_dual_modulation,276,1.0,117.1574935913086,78.66195678710938,74.68944099378882,36.064082014292396
TS6,split_b,2026,rtmpose_performance,bounded_reliability_dual_modulation,392,1.0,127.80984497070312,104.01329803466797,72.84985422740526,37.61168061694725
TS1,split_b,2026,yolo11l_pose,detector_aware_observed,603,1.0,99.29590606689453,61.26641082763672,81.92371475953566,42.44254915896706
TS2,split_b,2026,yolo11l_pose,detector_aware_observed,540,1.0,130.2458038330078,84.17853546142578,69.07407407407408,32.72230756101724
TS3,split_b,2026,yolo11l_pose,detector_aware_observed,506,1.0,130.98472595214844,80.11319732666016,68.73235460191982,31.88512048960857
TS4,split_b,2026,yolo11l_pose,detector_aware_observed,558,1.0,153.05078125,94.50834655761719,60.76548899129545,28.071783690930413
TS5,split_b,2026,yolo11l_pose,detector_aware_observed,276,1.0,147.77145385742188,91.03730010986328,61.154244306418214,28.594803980498227
TS6,split_b,2026,yolo11l_pose,detector_aware_observed,392,1.0,140.5117645263672,117.9925308227539,68.91399416909621,34.70269444183203
TS1,split_b,2026,yolo11l_pose,detector_conditioned_virtual_view_no_confidence,603,1.0,99.33503723144531,60.5633544921875,81.8407960199005,42.209077500363016
TS2,split_b,2026,yolo11l_pose,detector_conditioned_virtual_view_no_confidence,540,1.0,134.64291381835938,86.12291717529297,67.08994708994709,31.763526199010066
TS3,split_b,2026,yolo11l_pose,detector_conditioned_virtual_view_no_confidence,506,1.0,129.36111450195312,80.01912689208984,69.01468097120271,32.2899400739513
TS4,split_b,2026,yolo11l_pose,detector_conditioned_virtual_view_no_confidence,558,1.0,157.23048400878906,93.01432037353516,60.13824884792627,28.00654080570834
TS5,split_b,2026,yolo11l_pose,detector_conditioned_virtual_view_no_confidence,276,1.0,146.41537475585938,92.98236083984375,64.33747412008282,30.32207974353837
TS6,split_b,2026,yolo11l_pose,detector_conditioned_virtual_view_no_confidence,392,1.0,132.4888916015625,109.17691040039062,70.48104956268222,35.52207749459231
TS1,split_b,2026,yolo11l_pose,bounded_reliability_observed_modulation,603,1.0,107.87287902832031,64.51020050048828,77.3276474769012,38.795270957042746
TS2,split_b,2026,yolo11l_pose,bounded_reliability_observed_modulation,540,1.0,133.0489044189453,83.8577880859375,68.55820105820106,31.00145075951527
TS3,split_b,2026,yolo11l_pose,bounded_reliability_observed_modulation,506,1.0,129.32737731933594,79.33466339111328,68.9158667419537,32.20615289338992
TS4,split_b,2026,yolo11l_pose,bounded_reliability_observed_modulation,558,1.0,148.5998992919922,90.09382629394531,61.91756272401434,28.496688304180495
TS5,split_b,2026,yolo11l_pose,bounded_reliability_observed_modulation,276,1.0,150.2419891357422,87.7310562133789,62.732919254658384,27.895211380484874
TS6,split_b,2026,yolo11l_pose,bounded_reliability_observed_modulation,392,1.0,133.07420349121094,105.08584594726562,70.20772594752187,34.028496191103166
TS1,split_b,2026,yolo11l_pose,bounded_reliability_dual_modulation,603,1.0,101.73079681396484,59.07154083251953,80.59701492537313,40.98134519415213
TS2,split_b,2026,yolo11l_pose,bounded_reliability_dual_modulation,540,1.0,134.71383666992188,80.51395416259766,67.57936507936509,30.647721454173066
TS3,split_b,2026,yolo11l_pose,bounded_reliability_dual_modulation,506,1.0,126.45846557617188,75.91331481933594,70.22868435911914,32.69430429318228
TS4,split_b,2026,yolo11l_pose,bounded_reliability_dual_modulation,558,1.0,150.24252319335938,89.8995590209961,62.26318484383001,28.39139124258791
TS5,split_b,2026,yolo11l_pose,bounded_reliability_dual_modulation,276,1.0,140.377197265625,84.84953308105469,71.71325051759835,31.924130100848195
TS6,split_b,2026,yolo11l_pose,bounded_reliability_dual_modulation,392,1.0,129.60366821289062,102.28743743896484,71.3374635568513,34.91606319947334
TS1,split_c,42,rtmpose_performance,detector_aware_observed,603,1.0,93.998291015625,59.47268295288086,83.72423596304193,44.064623120954366
TS2,split_c,42,rtmpose_performance,detector_aware_observed,540,1.0,123.89331817626953,79.1916732788086,71.03174603174604,33.3068783068783
TS3,split_c,42,rtmpose_performance,detector_aware_observed,506,1.0,121.84894561767578,72.64261627197266,70.8215697346132,33.340922751862436
TS4,split_c,42,rtmpose_performance,detector_aware_observed,558,1.0,141.12249755859375,86.91395568847656,63.73527905785971,29.618618172208176
TS5,split_c,42,rtmpose_performance,detector_aware_observed,276,1.0,113.47611999511719,70.80770874023438,76.00931677018633,36.94399919855741
TS6,split_c,42,rtmpose_performance,detector_aware_observed,392,1.0,128.64532470703125,104.40908813476562,72.77696793002916,36.98097902755572
TS1,split_c,42,rtmpose_performance,detector_conditioned_virtual_view_no_confidence,603,1.0,96.15238952636719,58.75966262817383,83.06088604596067,43.731801820391134
TS2,split_c,42,rtmpose_performance,detector_conditioned_virtual_view_no_confidence,540,1.0,125.40409851074219,81.96411895751953,70.42328042328042,32.72188086704215
TS3,split_c,42,rtmpose_performance,detector_conditioned_virtual_view_no_confidence,506,1.0,121.67967224121094,73.54833984375,71.27329192546584,33.410593613959676
TS4,split_c,42,rtmpose_performance,detector_conditioned_virtual_view_no_confidence,558,1.0,143.62045288085938,87.2860336303711,63.466461853558634,28.933567877376408
TS5,split_c,42,rtmpose_performance,detector_conditioned_virtual_view_no_confidence,276,1.0,113.12731170654297,77.1429672241211,76.94099378881988,37.6561143391438
TS6,split_c,42,rtmpose_performance,detector_conditioned_virtual_view_no_confidence,392,1.0,126.18502044677734,102.867919921875,73.15962099125365,37.30015047493651
TS1,split_c,42,rtmpose_performance,bounded_reliability_observed_modulation,603,1.0,95.80168914794922,58.59097671508789,82.77659322435443,43.34777724281816
TS2,split_c,42,rtmpose_performance,bounded_reliability_observed_modulation,540,1.0,119.96631622314453,76.55397033691406,73.17460317460316,33.71650452295613
TS3,split_c,42,rtmpose_performance,bounded_reliability_observed_modulation,506,1.0,120.97284698486328,72.511474609375,72.37436476566911,33.374619770131694
TS4,split_c,42,rtmpose_performance,bounded_reliability_observed_modulation,558,1.0,137.2497100830078,84.28819274902344,65.83461341525859,30.28756421056109
TS5,split_c,42,rtmpose_performance,bounded_reliability_observed_modulation,276,1.0,133.91468811035156,78.15278625488281,69.09937888198758,30.762038335670873
TS6,split_c,42,rtmpose_performance,bounded_reliability_observed_modulation,392,1.0,125.80628204345703,99.98273468017578,74.10714285714286,38.127762625787646
TS1,split_c,42,rtmpose_performance,bounded_reliability_dual_modulation,603,1.0,92.87994384765625,58.243751525878906,83.96114664771382,44.959916240609545
TS2,split_c,42,rtmpose_performance,bounded_reliability_dual_modulation,540,1.0,118.82872009277344,76.9428939819336,73.83597883597884,34.53661034306195
TS3,split_c,42,rtmpose_performance,bounded_reliability_dual_modulation,506,1.0,117.0033187866211,70.97921752929688,73.54601919819311,35.283965683685174
TS4,split_c,42,rtmpose_performance,bounded_reliability_dual_modulation,558,1.0,136.1471405029297,83.73178100585938,66.67946748591909,31.34466412302
TS5,split_c,42,rtmpose_performance,bounded_reliability_dual_modulation,276,1.0,119.02055358886719,78.8098373413086,75.10351966873706,36.52240699926535
TS6,split_c,42,rtmpose_performance,bounded_reliability_dual_modulation,392,1.0,125.88407897949219,101.11577606201172,73.03206997084548,37.865019279601235
TS1,split_c,42,yolo11l_pose,detector_aware_observed,603,1.0,101.75711059570312,60.862239837646484,80.39564084340203,41.36842668378537
TS2,split_c,42,yolo11l_pose,detector_aware_observed,540,1.0,133.474853515625,84.71759796142578,67.46031746031747,31.4110769755931
TS3,split_c,42,yolo11l_pose,detector_aware_observed,506,1.0,131.4268035888672,79.45863342285156,67.85714285714286,32.00715833955666
TS4,split_c,42,yolo11l_pose,detector_aware_observed,558,1.0,152.07049560546875,92.94849395751953,61.49513568868408,28.40832135837339
TS5,split_c,42,yolo11l_pose,detector_aware_observed,276,1.0,142.11917114257812,84.78388977050781,68.7111801242236,31.146897749282047
TS6,split_c,42,yolo11l_pose,detector_aware_observed,392,1.0,134.7953643798828,112.64041900634766,70.80903790087464,35.34103733659362
TS1,split_c,42,yolo11l_pose,detector_conditioned_virtual_view_no_confidence,603,1.0,107.1378402709961,64.35868072509766,78.61881070836296,39.52052334334472
TS2,split_c,42,yolo11l_pose,detector_conditioned_virtual_view_no_confidence,540,1.0,136.67767333984375,84.30960845947266,67.36772486772486,30.741594128690902
TS3,split_c,42,yolo11l_pose,detector_conditioned_virtual_view_no_confidence,506,1.0,132.4729461669922,79.23532104492188,67.57481648785996,31.227117903134737
TS4,split_c,42,yolo11l_pose,detector_conditioned_virtual_view_no_confidence,558,1.0,154.43292236328125,93.7296142578125,60.84229390681004,27.386320466445333
TS5,split_c,42,yolo11l_pose,detector_conditioned_virtual_view_no_confidence,276,1.0,142.19305419921875,95.06816101074219,69.59109730848861,32.13283911039871
TS6,split_c,42,yolo11l_pose,detector_conditioned_virtual_view_no_confidence,392,1.0,128.20123291015625,102.6474609375,74.87244897959184,36.244474748424715
TS1,split_c,42,yolo11l_pose,bounded_reliability_observed_modulation,603,1.0,101.33838653564453,61.31480407714844,80.8576166785122,41.70736180846917
TS2,split_c,42,yolo11l_pose,bounded_reliability_observed_modulation,540,1.0,134.67698669433594,86.4250717163086,67.93650793650794,31.79808841099164
TS3,split_c,42,yolo11l_pose,bounded_reliability_observed_modulation,506,1.0,128.7941436767578,78.60807800292969,69.08526256352343,32.032203420702714
TS4,split_c,42,yolo11l_pose,bounded_reliability_observed_modulation,558,1.0,148.02841186523438,90.21253967285156,62.3783922171019,28.933567877376408
TS5,split_c,42,yolo11l_pose,bounded_reliability_observed_modulation,276,1.0,148.95632934570312,90.43098449707031,63.76811594202898,29.673412141855337
TS6,split_c,42,yolo11l_pose,bounded_reliability_observed_modulation,392,1.0,126.8866195678711,101.16661071777344,72.97740524781341,35.500329163923624
TS1,split_c,42,yolo11l_pose,bounded_reliability_dual_modulation,603,1.0,100.81536102294922,60.3269157409668,80.77469793887704,41.413898250682074
TS2,split_c,42,yolo11l_pose,bounded_reliability_dual_modulation,540,1.0,129.77859497070312,82.16092681884766,69.81481481481482,32.654036525004265
TS3,split_c,42,yolo11l_pose,bounded_reliability_dual_modulation,506,1.0,126.5898666381836,76.54766845703125,70.12987012987013,33.30995792426367
TS4,split_c,42,yolo11l_pose,bounded_reliability_dual_modulation,558,1.0,145.44662475585938,90.64035034179688,64.23451100870456,29.72019886692103
TS5,split_c,42,yolo11l_pose,bounded_reliability_dual_modulation,276,1.0,150.85281372070312,93.07829284667969,65.32091097308489,28.626527749949908
TS6,split_c,42,yolo11l_pose,bounded_reliability_dual_modulation,392,1.0,129.59695434570312,100.52193450927734,70.79081632653062,34.958384275369134
TS1,split_c,123,rtmpose_performance,detector_aware_observed,603,1.0,92.755126953125,60.00480651855469,83.30964226486614,45.227778159891784
TS2,split_c,123,rtmpose_performance,detector_aware_observed,540,1.0,123.49397277832031,79.81626892089844,71.01851851851852,33.29493087557604
TS3,split_c,123,rtmpose_performance,detector_aware_observed,506,1.0,124.23194885253906,75.53584289550781,69.88989271597967,32.84093185916467
TS4,split_c,123,rtmpose_performance,detector_aware_observed,558,1.0,144.8974609375,89.2828598022461,64.36251920122888,28.85056901706225
TS5,split_c,123,rtmpose_performance,detector_aware_observed,276,1.0,122.58101654052734,78.47572326660156,71.2215320910973,34.10054765244105
TS6,split_c,123,rtmpose_performance,detector_aware_observed,392,1.0,128.97640991210938,108.95686340332031,72.79518950437318,37.92614972256183
TS1,split_c,123,rtmpose_performance,detector_conditioned_virtual_view_no_confidence,603,1.0,96.72453308105469,61.9674072265625,81.94740582800284,43.81319210399616
TS2,split_c,123,rtmpose_performance,detector_conditioned_virtual_view_no_confidence,540,1.0,121.6275405883789,78.19831085205078,72.10317460317461,34.06169994879672
TS3,split_c,123,rtmpose_performance,detector_conditioned_virtual_view_no_confidence,506,1.0,125.4975814819336,75.4273910522461,68.92998306041784,32.425638877251785
TS4,split_c,123,rtmpose_performance,detector_conditioned_virtual_view_no_confidence,558,1.0,147.6112060546875,87.93961334228516,62.22478238607271,27.746808053779954
TS5,split_c,123,rtmpose_performance,detector_conditioned_virtual_view_no_confidence,276,1.0,106.05358123779297,73.92022705078125,80.04658385093167,39.99699459026246
TS6,split_c,123,rtmpose_performance,detector_conditioned_virtual_view_no_confidence,392,1.0,127.72392272949219,104.11349487304688,73.79737609329446,36.93278002445218
TS1,split_c,123,rtmpose_performance,bounded_reliability_observed_modulation,603,1.0,95.3521499633789,57.84335708618164,83.16749585406302,43.17085845732933
TS2,split_c,123,rtmpose_performance,bounded_reliability_observed_modulation,540,1.0,121.89330291748047,75.7495346069336,72.42063492063492,33.542840075098134
TS3,split_c,123,rtmpose_performance,bounded_reliability_observed_modulation,506,1.0,123.02489471435547,71.23690795898438,70.56747600225862,32.26580572302872
TS4,split_c,123,rtmpose_performance,bounded_reliability_observed_modulation,558,1.0,141.566650390625,83.247802734375,63.351254480286734,29.095023371818375
TS5,split_c,123,rtmpose_performance,bounded_reliability_observed_modulation,276,1.0,122.17536926269531,74.52435302734375,72.51552795031056,33.18306284645696
TS6,split_c,123,rtmpose_performance,bounded_reliability_observed_modulation,392,1.0,125.48870086669922,105.99462127685547,75.10932944606414,39.631924198250736
TS1,split_c,123,rtmpose_performance,bounded_reliability_dual_modulation,603,1.0,94.53239440917969,56.621402740478516,83.04904051172709,44.1666475609663
TS2,split_c,123,rtmpose_performance,bounded_reliability_dual_modulation,540,1.0,121.22953033447266,73.8150405883789,71.78571428571429,33.23690049496501
TS3,split_c,123,rtmpose_performance,bounded_reliability_dual_modulation,506,1.0,123.01802825927734,72.7381362915039,71.1321287408244,32.90012932369174
TS4,split_c,123,rtmpose_performance,bounded_reliability_dual_modulation,558,1.0,140.89266967773438,85.13623046875,64.43932411674346,29.32089589217581
TS5,split_c,123,rtmpose_performance,bounded_reliability_dual_modulation,276,1.0,117.9733657836914,79.29297637939453,73.55072463768117,34.77008615507914
TS6,split_c,123,rtmpose_performance,bounded_reliability_dual_modulation,392,1.0,132.29855346679688,110.36697387695312,72.44897959183673,38.08838051349573
TS1,split_c,123,yolo11l_pose,detector_aware_observed,603,1.0,104.98341369628906,62.55101013183594,78.29898128405591,40.5445888835393
TS2,split_c,123,yolo11l_pose,detector_aware_observed,540,1.0,126.14234161376953,83.8097915649414,70.74074074074073,34.15429254138932
TS3,split_c,123,yolo11l_pose,detector_aware_observed,506,1.0,132.82322692871094,80.81490325927734,67.85714285714286,31.880566838491102
TS4,split_c,123,yolo11l_pose,detector_aware_observed,558,1.0,152.1646728515625,92.6321029663086,60.65028161802355,28.286094180995324
TS5,split_c,123,yolo11l_pose,detector_aware_observed,276,1.0,133.0411834716797,86.04216766357422,70.05693581780538,33.8768115942029
TS6,split_c,123,yolo11l_pose,detector_aware_observed,392,1.0,138.74362182617188,111.03948211669922,70.1530612244898,33.301984388225335
TS1,split_c,123,yolo11l_pose,detector_conditioned_virtual_view_no_confidence,603,1.0,103.8079605102539,65.66735076904297,79.34138829661218,41.30041039044409
TS2,split_c,123,yolo11l_pose,detector_conditioned_virtual_view_no_confidence,540,1.0,137.04734802246094,88.23400115966797,66.08465608465607,30.442481652159074
TS3,split_c,123,yolo11l_pose,detector_conditioned_virtual_view_no_confidence,506,1.0,134.459228515625,83.28827667236328,66.50197628458498,31.001256807708415
TS4,split_c,123,yolo11l_pose,detector_conditioned_virtual_view_no_confidence,558,1.0,153.76809692382812,95.53558349609375,61.21351766513057,27.189765951472506
TS5,split_c,123,yolo11l_pose,detector_conditioned_virtual_view_no_confidence,276,1.0,142.3014373779297,87.94149780273438,66.69254658385093,28.903693314633006
TS6,split_c,123,yolo11l_pose,detector_conditioned_virtual_view_no_confidence,392,1.0,137.93711853027344,114.11949157714844,71.15524781341108,34.22893350888743
TS1,split_c,123,yolo11l_pose,bounded_reliability_observed_modulation,603,1.0,100.8253402709961,61.639564514160156,81.4380478559583,42.27059785557619
TS2,split_c,123,yolo11l_pose,bounded_reliability_observed_modulation,540,1.0,133.08436584472656,87.4919662475586,68.69047619047619,32.70523980201399
TS3,split_c,123,yolo11l_pose,bounded_reliability_observed_modulation,506,1.0,125.56622314453125,77.75489807128906,70.28514963297572,33.62188302581009
TS4,split_c,123,yolo11l_pose,bounded_reliability_observed_modulation,558,1.0,146.1617431640625,90.48760986328125,64.15770609318996,29.83829674776605
TS5,split_c,123,yolo11l_pose,bounded_reliability_observed_modulation,276,1.0,146.86830139160156,92.08761596679688,65.57971014492753,31.080110866225873
TS6,split_c,123,yolo11l_pose,bounded_reliability_observed_modulation,392,1.0,132.02163696289062,105.60137939453125,69.7704081632653,34.77499294648735
TS1,split_c,123,yolo11l_pose,bounded_reliability_dual_modulation,603,1.0,101.92198944091797,61.17767333984375,80.94053541814736,41.727613850868536
TS2,split_c,123,yolo11l_pose,bounded_reliability_dual_modulation,540,1.0,132.2594757080078,84.8080062866211,68.58465608465607,31.263867554190135
TS3,split_c,123,yolo11l_pose,bounded_reliability_dual_modulation,506,1.0,129.82447814941406,79.80960845947266,68.06888763410502,31.858709313127264
TS4,split_c,123,yolo11l_pose,bounded_reliability_dual_modulation,558,1.0,149.1359405517578,92.55907440185547,62.67281105990783,28.70686949771237
TS5,split_c,123,yolo11l_pose,bounded_reliability_dual_modulation,276,1.0,141.23602294921875,93.01774597167969,69.72049689440993,30.58338342349563
TS6,split_c,123,yolo11l_pose,bounded_reliability_dual_modulation,392,1.0,133.83204650878906,105.90324401855469,72.2667638483965,33.12505877927208
TS1,split_c,2026,rtmpose_performance,detector_aware_observed,603,1.0,91.18687438964844,58.217037200927734,84.19805733238569,46.185737976782754
TS2,split_c,2026,rtmpose_performance,detector_aware_observed,540,1.0,120.90044403076172,76.55270385742188,71.82539682539682,34.20933606417478
TS3,split_c,2026,rtmpose_performance,detector_aware_observed,506,1.0,119.25993347167969,72.65459442138672,72.34613212874082,34.045372579734426
TS4,split_c,2026,rtmpose_performance,detector_aware_observed,558,1.0,140.72921752929688,88.20157623291016,64.0937019969278,29.179673950745755
TS5,split_c,2026,rtmpose_performance,detector_aware_observed,276,1.0,115.2741470336914,74.49554443359375,77.27743271221532,38.638716356107665
TS6,split_c,2026,rtmpose_performance,detector_aware_observed,392,1.0,126.4145736694336,106.56590270996094,75.09110787172013,38.22651180287784
TS1,split_c,2026,rtmpose_performance,detector_conditioned_virtual_view_no_confidence,603,1.0,100.36444091796875,61.72909927368164,81.2248282397536,41.61794713070592
TS2,split_c,2026,rtmpose_performance,detector_conditioned_virtual_view_no_confidence,540,1.0,126.10297393798828,80.923583984375,69.88095238095238,31.987540535927632
TS3,split_c,2026,rtmpose_performance,detector_conditioned_virtual_view_no_confidence,506,1.0,124.64017486572266,73.3333511352539,69.8051948051948,32.56133768055226
TS4,split_c,2026,rtmpose_performance,detector_conditioned_virtual_view_no_confidence,558,1.0,144.02297973632812,87.17786407470703,63.684075780849966,28.446723816130685
TS5,split_c,2026,rtmpose_performance,detector_conditioned_virtual_view_no_confidence,276,1.0,111.5795669555664,76.1053466796875,80.59006211180125,38.30979095705604
TS6,split_c,2026,rtmpose_performance,detector_conditioned_virtual_view_no_confidence,392,1.0,133.39862060546875,106.4774169921875,72.37609329446065,34.09139001222608
TS1,split_c,2026,rtmpose_performance,bounded_reliability_observed_modulation,603,1.0,94.1343765258789,59.8729133605957,83.28595119639895,44.38445254526141
TS2,split_c,2026,rtmpose_performance,bounded_reliability_observed_modulation,540,1.0,118.78680419921875,74.8079605102539,72.65873015873015,34.61640211640212
TS3,split_c,2026,rtmpose_performance,bounded_reliability_observed_modulation,506,1.0,121.2747573852539,74.0748291015625,71.40033879164314,33.864592630371035
TS4,split_c,2026,rtmpose_performance,bounded_reliability_observed_modulation,558,1.0,137.205810546875,84.45088195800781,65.847414234511,30.5307797763573
TS5,split_c,2026,rtmpose_performance,bounded_reliability_observed_modulation,276,1.0,123.31830596923828,76.2174072265625,72.87784679089026,33.426000133573766
TS6,split_c,2026,rtmpose_performance,bounded_reliability_observed_modulation,392,1.0,131.6294403076172,110.57263946533203,73.57871720116617,37.361868710617884
TS1,split_c,2026,rtmpose_performance,bounded_reliability_dual_modulation,603,1.0,98.232177734375,60.77378845214844,82.06586117033878,42.69589074596297
TS2,split_c,2026,rtmpose_performance,bounded_reliability_dual_modulation,540,1.0,123.73015594482422,76.60014343261719,71.34920634920636,32.784178187403995
TS3,split_c,2026,rtmpose_performance,bounded_reliability_dual_modulation,506,1.0,119.42411804199219,70.78795623779297,72.03557312252964,34.04400648439919
TS4,split_c,2026,rtmpose_performance,bounded_reliability_dual_modulation,558,1.0,139.3555450439453,83.64220428466797,64.34971838197644,29.095849231124987
TS5,split_c,2026,rtmpose_performance,bounded_reliability_dual_modulation,276,1.0,114.48155212402344,78.17019653320312,77.22567287784679,37.98086555800441
TS6,split_c,2026,rtmpose_performance,bounded_reliability_dual_modulation,392,1.0,127.99209594726562,105.25816345214844,73.48760932944607,37.04328505595787
TS1,split_c,2026,yolo11l_pose,detector_aware_observed,603,1.0,100.23487091064453,61.50000762939453,80.62070599384032,43.012281144202184
TS2,split_c,2026,yolo11l_pose,detector_aware_observed,540,1.0,126.9531478881836,84.16288757324219,70.74074074074073,34.0732206861239
TS3,split_c,2026,yolo11l_pose,detector_aware_observed,506,1.0,128.5237274169922,78.81470489501953,68.83116883116884,33.189741534762575
TS4,split_c,2026,yolo11l_pose,detector_aware_observed,558,1.0,150.31524658203125,92.88754272460938,62.46799795186892,29.258543514526863
TS5,split_c,2026,yolo11l_pose,detector_aware_observed,276,1.0,141.74859619140625,92.81238555908203,66.01966873706004,30.6518399786282
TS6,split_c,2026,yolo11l_pose,detector_aware_observed,392,1.0,134.52615356445312,113.16718292236328,72.79518950437318,36.648876140317874
TS1,split_c,2026,yolo11l_pose,detector_conditioned_virtual_view_no_confidence,603,1.0,103.24617004394531,61.70759201049805,79.72044539208719,41.440264117202005
TS2,split_c,2026,yolo11l_pose,detector_conditioned_virtual_view_no_confidence,540,1.0,137.58799743652344,85.59562683105469,66.30952380952381,30.574756784434204
TS3,split_c,2026,yolo11l_pose,detector_conditioned_virtual_view_no_confidence,506,1.0,130.7606964111328,79.68254089355469,68.52060982495765,32.36370922205424
TS4,split_c,2026,yolo11l_pose,detector_conditioned_virtual_view_no_confidence,558,1.0,151.63153076171875,92.5859603881836,62.35279057859703,28.51527013857919
TS5,split_c,2026,yolo11l_pose,detector_conditioned_virtual_view_no_confidence,276,1.0,129.4406280517578,87.21253967285156,72.10144927536231,35.68506645294864
TS6,split_c,2026,yolo11l_pose,detector_conditioned_virtual_view_no_confidence,392,1.0,129.82318115234375,105.54557800292969,71.75655976676384,35.43038183015141
TS1,split_c,2026,yolo11l_pose,bounded_reliability_observed_modulation,603,1.0,99.3600082397461,60.1063346862793,81.62757640369581,42.61067932228259
TS2,split_c,2026,yolo11l_pose,bounded_reliability_observed_modulation,540,1.0,129.7841033935547,84.4900131225586,70.03968253968253,32.97704386414063
TS3,split_c,2026,yolo11l_pose,bounded_reliability_observed_modulation,506,1.0,128.9585723876953,78.98463439941406,69.49463579898362,32.94930875576036
TS4,split_c,2026,yolo11l_pose,bounded_reliability_observed_modulation,558,1.0,149.427734375,91.93531036376953,63.12083973374296,28.97444791305353
TS5,split_c,2026,yolo11l_pose,bounded_reliability_observed_modulation,276,1.0,150.8415985107422,92.1277084350586,64.25983436853002,29.811160088158683
TS6,split_c,2026,yolo11l_pose,bounded_reliability_observed_modulation,392,1.0,130.1160888671875,107.40895080566406,70.97303206997084,36.086946299257036
TS1,split_c,2026,yolo11l_pose,bounded_reliability_dual_modulation,603,1.0,102.06822967529297,61.290252685546875,80.43117744610282,40.86594676387647
TS2,split_c,2026,yolo11l_pose,bounded_reliability_dual_modulation,540,1.0,132.05503845214844,83.87726593017578,69.27248677248677,32.04983785628947
TS3,split_c,2026,yolo11l_pose,bounded_reliability_dual_modulation,506,1.0,129.774169921875,77.37012481689453,68.71823828345568,31.659714759294
TS4,split_c,2026,yolo11l_pose,bounded_reliability_dual_modulation,558,1.0,148.24578857421875,91.45606994628906,62.44239631336406,27.975571081710516
TS5,split_c,2026,yolo11l_pose,bounded_reliability_dual_modulation,276,1.0,145.0211639404297,92.09934997558594,67.33954451345755,29.903826888399117
TS6,split_c,2026,yolo11l_pose,bounded_reliability_dual_modulation,392,1.0,138.0811767578125,104.9787826538086,67.03717201166181,32.103475030565214
